payment_id,claim_id,payment_date,payment_amount,payment_type,cumulative_paid
544,127,2024-03-17,7423.5,indemnity,45896.74
545,127,2025-05-17,4868.05,indemnity,50764.79
546,128,2023-11-28,14933.73,indemnity,14933.73
547,128,2024-07-06,15347.93,indemnity,30281.66
548,128,2025-12-16,9883.54,indemnity,40165.2
549,129,2021-05-15,10651.05,indemnity,10651.05
550,129,2022-10-10,6350.77,indemnity,17001.82
551,129,2023-04-04,2984.28,indemnity,19986.1
552,129,2023-05-31,333.03,expense,20319.13
553,129,2024-10-18,1042.81,indemnity,21361.94
554,130,2022-09-11,19678.21,indemnity,19678.21
555,130,2023-02-22,10611.17,indemnity,30289.38
556,130,2023-12-30,5408.53,indemnity,35697.91
557,130,2025-08-29,1916.88,indemnity,37614.79
558,130,2024-11-17,178.12,expense,37792.91
559,131,2021-10-22,6503.94,indemnity,6503.94
560,131,2022-08-05,4080.26,indemnity,10584.2
561,131,2023-11-02,1999.36,indemnity,12583.56
562,131,2024-09-18,737.1,indemnity,13320.66
563,132,2024-08-21,933.76,indemnity,933.76
564,132,2025-12-20,605.44,indemnity,1539.2
565,132,2025-10-31,57.8,expense,1597.0
566,133,2024-05-05,22662.76,indemnity,22662.76
567,133,2025-06-24,12975.74,indemnity,35638.5
568,133,2025-12-27,6585.07,indemnity,42223.57
569,134,2025-09-19,6309.89,indemnity,6309.89
570,135,2021-11-20,16945.49,indemnity,16945.49
571,135,2023-07-07,15467.54,indemnity,32413.03
572,135,2024-02-16,11168.73,indemnity,43581.76
573,135,2025-09-06,5303.86,indemnity,48885.62
574,135,2025-01-14,626.15,expense,49511.77
575,135,2025-11-18,2766.34,indemnity,52278.11
576,136,2022-07-05,31507.43,indemnity,31507.43
577,136,2022-12-03,23219.08,indemnity,54726.51
578,136,2024-01-05,12552.39,indemnity,67278.9
579,136,2025-09-20,7753.58,indemnity,75032.48
580,136,2025-10-26,3693.72,indemnity,78726.2
581,136,2025-10-16,469.48,expense,79195.68
582,137,2022-11-08,4578.12,indemnity,4578.12
583,137,2023-06-04,3008.13,indemnity,7586.25
584,137,2025-02-27,1476.42,indemnity,9062.67
585,137,2025-08-08,475.18,indemnity,9537.85
586,138,2022-10-27,4593.61,indemnity,4593.61
587,138,2023-10-01,2855.94,indemnity,7449.55
588,138,2024-12-17,1536.87,indemnity,8986.42
589,138,2025-05-29,472.65,indemnity,9459.07
590,138,2025-04-07,31.66,expense,9490.73
591,139,2022-05-15,25658.79,indemnity,25658.79
592,139,2023-06-09,24555.32,indemnity,50214.11
593,139,2024-02-25,15270.97,indemnity,65485.08
594,139,2025-07-02,7894.39,indemnity,73379.47
595,139,2025-12-11,4132.91,indemnity,77512.38
596,140,2022-12-26,10171.34,indemnity,10171.34
597,140,2022-09-21,712.17,expense,10883.51
598,140,2023-04-14,6984.04,indemnity,17867.55
599,140,2023-05-18,448.11,expense,18315.66
600,140,2024-02-09,3670.83,indemnity,21986.49
601,140,2025-10-22,2429.48,indemnity,24415.97
602,141,2025-08-26,14254.81,indemnity,14254.81
603,141,2025-12-25,7576.28,indemnity,21831.09
604,142,2025-04-24,5842.81,indemnity,5842.81
605,142,2025-11-04,3396.48,indemnity,9239.29
606,143,2025-11-28,6383.6,indemnity,6383.6
607,143,2025-12-16,3742.28,indemnity,10125.88
608,144,2024-12-27,29992.93,indemnity,29992.93
609,144,2025-08-29,21348.68,indemnity,51341.61
610,145,2024-12-24,11665.96,indemnity,11665.96
611,145,2025-05-27,8399.88,indemnity,20065.84
612,146,2020-11-21,13242.66,indemnity,13242.66
613,146,2022-03-07,7122.35,indemnity,20365.01
614,146,2023-03-06,3748.66,indemnity,24113.67
615,146,2024-07-04,1279.81,indemnity,25393.48
616,147,2021-08-11,9422.87,indemnity,9422.87
617,147,2022-07-28,5784.43,indemnity,15207.3
618,147,2023-12-16,2733.06,indemnity,17940.36
619,147,2024-02-15,928.02,indemnity,18868.38
620,148,2020-09-18,10280.56,indemnity,10280.56
621,148,2020-07-06,816.29,expense,11096.85
622,148,2022-03-17,5959.36,indemnity,17056.21
623,148,2023-03-26,3075.67,indemnity,20131.88
624,148,2023-12-07,998.48,indemnity,21130.36
625,149,2025-08-12,26683.97,indemnity,26683.97
626,150,2021-10-22,23019.03,indemnity,23019.03
627,150,2022-08-31,12785.67,indemnity,35804.7
628,150,2023-05-26,6238.79,indemnity,42043.49
629,150,2024-09-15,2465.62,indemnity,44509.11
630,151,2021-05-13,12212.18,indemnity,12212.18
631,151,2022-09-19,7334.26,indemnity,19546.44
632,151,2023-07-23,3844.18,indemnity,23390.62
633,151,2024-11-09,1372.39,indemnity,24763.01
634,152,2023-02-20,15171.07,indemnity,15171.07
635,152,2023-12-13,9014.25,indemnity,24185.32
636,152,2025-02-04,4272.07,indemnity,28457.39
637,152,2025-11-13,1377.64,indemnity,29835.03
638,153,2023-12-02,11621.84,indemnity,11621.84
639,153,2024-02-20,7371.84,indemnity,18993.68
640,153,2025-08-29,3407.04,indemnity,22400.72
641,154,2023-10-29,8171.75,indemnity,8171.75
642,154,2024-06-24,5323.55,indemnity,13495.3
643,154,2025-02-11,2360.38,indemnity,15855.68
644,154,2025-12-27,801.53,indemnity,16657.21
645,155,2022-07-23,7824.43,indemnity,7824.43
646,155,2023-10-29,5607.73,indemnity,13432.16
647,155,2025-04-09,3041.13,indemnity,16473.29
648,155,2025-06-08,1908.25,indemnity,18381.54
649,156,2021-01-24,10970.73,indemnity,10970.73
650,156,2021-04-27,1027.1,expense,11997.83
651,156,2021-10-05,7384.19,indemnity,19382.02
652,156,2022-10-30,4379.96,indemnity,23761.98
653,156,2024-05-20,2532.26,indemnity,26294.24
654,156,2024-07-05,-309.96,recovery,25984.28
655,156,2025-08-31,1341.83,indemnity,27326.11
656,156,2025-07-18,96.2,expense,27422.31
657,157,2021-07-20,11319.54,indemnity,11319.54
658,157,2022-09-08,6845.45,indemnity,18164.99
659,157,2024-01-04,3287.32,indemnity,21452.31
660,157,2024-10-13,1169.45,indemnity,22621.76
661,158,2021-12-26,8136.68,indemnity,8136.68
662,158,2022-07-08,5741.85,indemnity,13878.53
663,158,2022-12-24,703.98,expense,14582.51
664,158,2023-05-12,2700.23,indemnity,17282.74
665,158,2024-10-06,856.18,indemnity,18138.92
666,159,2021-03-02,11847.57,indemnity,11847.57
667,159,2021-02-15,828.4,expense,12675.97
668,159,2021-07-14,7725.62,indemnity,20401.59
669,159,2023-05-19,3791.35,indemnity,24192.94
670,159,2024-02-10,1246.19,indemnity,25439.13
671,159,2024-06-23,128.5,expense,25567.63
672,160,2021-12-17,12114.84,indemnity,12114.84
673,160,2023-03-24,9779.06,indemnity,21893.9
674,160,2023-10-11,4524.66,indemnity,26418.56
675,160,2024-06-17,3339.36,indemnity,29757.92
676,160,2025-06-15,1390.64,indemnity,31148.56
677,161,2023-02-15,14023.79,indemnity,14023.79
678,161,2023-09-12,8393.54,indemnity,22417.33
679,161,2025-03-05,3975.1,indemnity,26392.43
680,161,2025-11-18,1343.42,indemnity,27735.85
681,162,2021-10-06,29518.27,indemnity,29518.27
682,162,2022-07-17,16823.32,indemnity,46341.59
683,162,2023-10-04,8534.97,indemnity,54876.56
684,162,2024-11-05,2794.05,indemnity,57670.61
685,163,2025-10-12,7384.11,indemnity,7384.11
686,164,2024-06-29,3178.21,indemnity,3178.21
687,164,2025-12-31,2584.25,indemnity,5762.46
688,165,2021-03-27,3899.74,indemnity,3899.74
689,165,2021-05-19,2284.24,indemnity,6183.98
690,165,2022-11-05,1246.72,indemnity,7430.7
691,165,2024-03-28,393.61,indemnity,7824.31
692,166,2023-12-07,1888.25,indemnity,1888.25
693,166,2024-10-18,1747.52,indemnity,3635.77
694,166,2024-12-10,230.97,expense,3866.74
695,166,2025-07-21,1301.84,indemnity,5168.58
696,166,2025-12-19,695.25,indemnity,5863.83
697,166,2025-12-27,-94.92,recovery,5768.91
698,167,2022-01-02,8996.7,indemnity,8996.7
699,167,2023-02-16,6949.43,indemnity,15946.13
700,167,2024-01-11,3358.57,indemnity,19304.7
701,167,2025-05-31,2407.93,indemnity,21712.63
702,167,2025-12-21,1263.79,indemnity,22976.42
703,168,2021-07-03,8143.29,indemnity,8143.29
704,168,2023-01-14,4838.82,indemnity,12982.11
705,168,2024-04-02,2262.35,indemnity,15244.46
706,168,2024-07-08,737.62,indemnity,15982.08
707,168,2024-06-06,67.47,expense,16049.55
708,169,2022-03-17,11516.99,indemnity,11516.99
709,169,2023-07-09,6234.85,indemnity,17751.84
710,169,2022-11-01,684.32,expense,18436.16
711,169,2024-05-24,3526.82,indemnity,21962.98
712,169,2024-11-11,1256.51,indemnity,23219.49
713,170,2022-01-14,21780.1,indemnity,21780.1
714,170,2023-02-19,14564.1,indemnity,36344.2
715,170,2022-09-17,1368.66,expense,37712.86
716,170,2022-10-19,-1913.08,recovery,35799.78
717,170,2023-11-09,6899.56,indemnity,42699.34
718,170,2024-10-08,2463.64,indemnity,45162.98
719,171,2024-08-01,19270.22,indemnity,19270.22
720,171,2024-07-01,-3173.72,recovery,16096.5
721,171,2025-06-18,12747.79,indemnity,28844.29
722,172,2024-02-20,59759.16,indemnity,59759.16
723,172,2025-08-28,48597.07,indemnity,108356.23
724,172,2025-12-25,22690.42,indemnity,131046.65
725,173,2025-11-22,44799.22,indemnity,44799.22
726,174,2021-06-08,14613.73,indemnity,14613.73
727,174,2022-04-14,1276.46,expense,15890.19
728,174,2022-09-25,8930.85,indemnity,24821.04
729,174,2023-04-11,821.8,expense,25642.84
730,174,2024-01-10,4475.59,indemnity,30118.43
731,174,2025-04-27,1435.33,indemnity,31553.76
732,175,2021-09-05,8338.25,indemnity,8338.25
733,175,2022-07-05,5177.16,indemnity,13515.41
734,175,2023-06-14,2673.53,indemnity,16188.94
735,175,2024-07-05,882.98,indemnity,17071.92
736,176,2025-12-09,38971.9,indemnity,38971.9
737,176,2025-12-13,-5001.57,recovery,33970.33
738,177,2023-03-25,17181.2,indemnity,17181.2
739,177,2024-03-27,18374.8,indemnity,35556.0
740,177,2025-09-13,11336.09,indemnity,46892.09
741,177,2025-06-10,1118.61,expense,48010.7
742,178,2022-04-18,7077.33,indemnity,7077.33
743,178,2023-06-08,4565.48,indemnity,11642.81
744,178,2024-03-16,2018.41,indemnity,13661.22
745,178,2025-08-09,701.42,indemnity,14362.64
746,178,2025-01-23,103.58,expense,14466.22
747,179,2021-01-29,11299.72,indemnity,11299.72
748,179,2022-04-07,6305.01,indemnity,17604.73
749,179,2023-09-24,3261.33,indemnity,20866.06
750,179,2024-01-01,1050.4,indemnity,21916.46
751,180,2021-03-26,6528.87,indemnity,6528.87
752,180,2022-11-26,4300.19,indemnity,10829.06
753,180,2024-01-03,1886.88,indemnity,12715.94
754,180,2024-09-09,694.76,indemnity,13410.7
755,181,2024-10-03,4168.74,indemnity,4168.74
756,181,2025-02-16,3575.01,indemnity,7743.75
757,181,2025-12-23,1788.19,indemnity,9531.94
758,182,2025-08-23,28309.81,indemnity,28309.81
759,183,2021-06-14,8926.1,indemnity,8926.1
760,183,2022-10-15,6909.75,indemnity,15835.85
761,183,2023-05-16,3118.73,indemnity,18954.58
762,183,2024-04-07,2311.17,indemnity,21265.75
763,183,2025-08-30,1166.22,indemnity,22431.97
764,184,2021-03-10,7837.81,indemnity,7837.81
765,184,2022-05-23,5565.21,indemnity,13403.02
766,184,2022-05-15,761.95,expense,14164.97
767,184,2023-06-10,2936.93,indemnity,17101.9
768,184,2024-04-28,2049.88,indemnity,19151.78
769,184,2024-12-15,984.02,indemnity,20135.8
770,185,2022-07-10,12316.61,indemnity,12316.61
771,185,2023-12-02,7276.27,indemnity,19592.88
772,185,2024-06-07,3352.69,indemnity,22945.57
773,185,2025-10-31,1209.74,indemnity,24155.31
774,186,2022-03-10,32762.82,indemnity,32762.82
775,186,2023-05-15,20350.12,indemnity,53112.94
776,186,2022-12-12,-3728.62,recovery,49384.32
777,186,2024-09-27,9563.95,indemnity,58948.27
778,186,2025-07-10,2992.63,indemnity,61940.9
779,187,2023-01-03,2162.7,indemnity,2162.7
780,187,2024-07-13,1495.18,indemnity,3657.88
781,187,2025-03-20,730.39,indemnity,4388.27
782,187,2025-11-29,263.82,indemnity,4652.09
783,188,2023-02-12,12865.22,indemnity,12865.22
784,188,2024-11-26,7272.85,indemnity,20138.07
785,188,2025-06-10,3744.39,indemnity,23882.46
786,188,2025-09-09,347.37,expense,24229.83
787,188,2025-12-31,1189.17,indemnity,25419.0
788,189,2023-08-20,15985.71,indemnity,15985.71
789,189,2024-03-13,9789.25,indemnity,25774.96
790,189,2025-07-11,4823.08,indemnity,30598.04
791,189,2025-11-26,1782.77,indemnity,32380.81
792,189,2025-12-05,231.57,expense,32612.38
793,190,2022-09-22,17180.29,indemnity,17180.29
794,190,2023-03-07,12112.34,indemnity,29292.63
795,190,2023-09-23,1568.75,expense,30861.38
796,190,2024-06-29,6048.21,indemnity,36909.59
797,190,2024-01-01,453.48,expense,37363.07
798,190,2025-10-01,4375.74,indemnity,41738.81
799,190,2025-12-30,2127.32,indemnity,43866.13
800,190,2025-12-30,308.63,expense,44174.76
801,191,2023-02-19,28149.79,indemnity,28149.79
802,191,2022-12-24,4168.69,expense,32318.48
803,191,2024-08-28,21726.41,indemnity,54044.89
804,191,2025-01-24,10686.84,indemnity,64731.73
805,191,2025-06-13,660.67,expense,65392.4
806,191,2025-11-07,6497.97,indemnity,71890.37
807,192,2021-06-07,6180.9,indemnity,6180.9
808,192,2022-05-07,4077.23,indemnity,10258.13
809,192,2023-06-18,1843.02,indemnity,12101.15
810,192,2024-01-02,256.79,expense,12357.94
811,192,2024-04-30,632.23,indemnity,12990.17
812,193,2022-01-27,9811.28,indemnity,9811.28
813,193,2022-09-05,6393.06,indemnity,16204.34
814,193,2023-04-21,2977.2,indemnity,19181.54
815,193,2024-01-22,246.48,expense,19428.02
816,193,2024-08-03,981.31,indemnity,20409.33
817,194,2021-07-15,17670.45,indemnity,17670.45
818,194,2022-03-20,10856.46,indemnity,28526.91
819,194,2024-01-23,5378.32,indemnity,33905.23
820,194,2024-09-25,1599.92,indemnity,35505.15
821,195,2022-07-12,1704.57,indemnity,1704.57
822,195,2023-04-25,1077.0,indemnity,2781.57
823,195,2024-04-28,555.83,indemnity,3337.4
824,195,2025-03-12,191.83,indemnity,3529.23
825,196,2023-01-31,1578.6,indemnity,1578.6
826,196,2024-03-10,894.79,indemnity,2473.39
827,196,2025-06-01,449.69,indemnity,2923.08
828,196,2025-05-17,63.52,expense,2986.6
829,196,2025-12-03,145.78,indemnity,3132.38
830,197,2022-12-09,16222.99,indemnity,16222.99
831,197,2023-03-11,10172.14,indemnity,26395.13
832,197,2024-12-08,5004.34,indemnity,31399.47
833,197,2025-04-19,1821.46,indemnity,33220.93
834,198,2022-11-23,27402.53,indemnity,27402.53
835,198,2023-03-25,19122.89,indemnity,46525.42
836,198,2024-07-01,8381.28,indemnity,54906.7
837,198,2024-06-04,441.7,expense,55348.4
838,198,2025-06-19,2682.94,indemnity,58031.34
839,198,2025-10-07,316.23,expense,58347.57
840,199,2022-08-24,3339.08,indemnity,3339.08
841,199,2023-08-27,1955.33,indemnity,5294.41
842,199,2023-07-27,282.96,expense,5577.37
843,199,2024-06-27,1101.27,indemnity,6678.64
844,199,2024-12-03,342.17,indemnity,7020.81
845,200,2022-03-22,7154.53,indemnity,7154.53
846,200,2023-08-24,4190.96,indemnity,11345.49
847,200,2024-03-25,1946.98,indemnity,13292.47
848,200,2024-09-17,136.45,expense,13428.92
849,200,2025-10-31,713.12,indemnity,14142.04
850,201,2021-11-05,13585.01,indemnity,13585.01
851,201,2022-07-10,9832.07,indemnity,23417.08
852,201,2023-05-14,4975.91,indemnity,28392.99
853,201,2024-04-29,3244.54,indemnity,31637.53
854,201,2025-02-04,1667.31,indemnity,33304.84
855,201,2025-11-14,237.73,expense,33542.57
856,202,2021-05-30,8898.45,indemnity,8898.45
857,202,2022-08-23,6465.49,indemnity,15363.94
858,202,2022-02-01,689.01,expense,16052.95
859,202,2022-04-19,-923.95,recovery,15129.0
860,202,2023-02-15,3284.11,indemnity,18413.11
861,202,2024-12-19,2196.91,indemnity,20610.02
862,202,2025-07-20,1130.54,indemnity,21740.56
863,203,2022-02-20,9192.13,indemnity,9192.13
864,203,2022-09-07,6018.16,indemnity,15210.29
865,203,2024-05-26,3012.67,indemnity,18222.96
866,203,2024-05-28,955.72,indemnity,19178.68
867,204,2022-05-05,55610.95,indemnity,55610.95
868,204,2023-05-14,34555.06,indemnity,90166.01
869,204,2024-03-25,16773.51,indemnity,106939.52
870,204,2024-04-29,2417.8,expense,109357.32
871,204,2024-12-28,5861.74,indemnity,115219.06
872,205,2021-03-10,5468.65,indemnity,5468.65
873,205,2021-10-13,5107.08,indemnity,10575.73
874,205,2022-08-07,551.66,expense,11127.39
875,205,2023-05-07,3521.43,indemnity,14648.82
876,205,2023-05-20,341.5,expense,14990.32
877,205,2024-08-11,1752.84,indemnity,16743.16
878,205,2025-04-28,777.31,indemnity,17520.47
879,205,2025-11-27,825.17,indemnity,18345.64
880,206,2020-05-25,25464.7,indemnity,25464.7
881,206,2021-09-02,15525.93,indemnity,40990.63
882,206,2022-10-16,8561.64,indemnity,49552.27
883,206,2023-10-31,2888.38,indemnity,52440.65
884,206,2023-11-23,268.46,expense,52709.11
885,207,2022-01-23,29620.39,indemnity,29620.39
886,207,2022-09-25,22397.97,indemnity,52018.36
887,207,2023-06-27,11051.54,indemnity,63069.9
888,207,2023-10-18,1425.12,expense,64495.02
889,207,2025-01-22,7640.64,indemnity,72135.66
890,207,2025-12-08,3715.66,indemnity,75851.32
891,208,2021-09-09,45485.44,indemnity,45485.44
892,208,2022-03-12,33752.62,indemnity,79238.06
893,208,2023-01-01,15900.82,indemnity,95138.88
894,208,2024-01-23,10765.63,indemnity,105904.51
895,208,2025-01-25,5102.0,indemnity,111006.51
896,209,2022-03-04,10341.15,indemnity,10341.15
897,209,2022-07-31,7889.75,indemnity,18230.9
898,209,2023-12-13,3965.58,indemnity,22196.48
899,209,2023-08-12,547.64,expense,22744.12
900,209,2024-06-06,2610.37,indemnity,25354.49
901,209,2025-10-02,1315.19,indemnity,26669.68
902,210,2021-08-06,29389.36,indemnity,29389.36
903,210,2021-06-17,2354.39,expense,31743.75
904,210,2021-09-08,20833.79,indemnity,52577.54
905,210,2022-03-29,1251.31,expense,53828.85
906,210,2022-10-01,11519.32,indemnity,65348.17
907,210,2024-04-05,6681.96,indemnity,72030.13
908,210,2024-07-15,932.45,expense,72962.58
909,210,2025-01-25,3698.37,indemnity,76660.95
910,211,2025-02-05,2408.61,indemnity,2408.61
911,211,2025-09-14,1352.75,indemnity,3761.36
912,212,2022-08-26,10035.82,indemnity,10035.82
913,212,2023-08-21,6497.14,indemnity,16532.96
914,212,2023-09-28,3317.99,indemnity,19850.95
915,212,2025-01-20,975.81,indemnity,20826.76
916,213,2022-02-19,30349.09,indemnity,30349.09
917,213,2021-11-22,3442.75,expense,33791.84
918,213,2022-06-25,29536.03,indemnity,63327.87
919,213,2024-03-25,19576.45,indemnity,82904.32
920,213,2025-04-30,9921.59,indemnity,92825.91
921,213,2025-03-17,1011.33,expense,93837.24
922,213,2025-12-02,5004.82,indemnity,98842.06
923,214,2021-02-05,22424.92,indemnity,22424.92
924,214,2022-02-21,14271.86,indemnity,36696.78
925,214,2023-05-24,6574.15,indemnity,43270.93
926,214,2024-04-19,2289.02,indemnity,45559.95
927,215,2023-12-31,3188.23,indemnity,3188.23
928,215,2023-12-29,466.28,expense,3654.51
929,215,2024-10-08,3699.09,indemnity,7353.6
930,215,2025-11-22,2608.68,indemnity,9962.28
931,216,2021-04-04,50290.18,indemnity,50290.18
932,216,2022-07-13,38224.88,indemnity,88515.06
933,216,2023-08-19,19489.11,indemnity,108004.17
934,216,2023-02-24,2108.87,expense,110113.04
935,216,2024-05-04,13629.77,indemnity,123742.81
936,216,2024-11-28,6605.16,indemnity,130347.97
937,216,2025-07-04,519.7,expense,130867.67
938,217,2021-11-14,15216.64,indemnity,15216.64
939,217,2022-04-29,1586.95,expense,16803.59
940,217,2023-07-02,11398.65,indemnity,28202.24
941,217,2022-10-04,968.16,expense,29170.4
942,217,2024-02-06,5872.22,indemnity,35042.62
943,217,2024-12-31,3906.65,indemnity,38949.27
944,217,2025-12-17,2089.1,indemnity,41038.37
945,218,2022-03-01,20341.44,indemnity,20341.44
946,218,2022-12-01,16816.1,indemnity,37157.54
947,218,2023-09-03,8184.9,indemnity,45342.44
948,218,2024-09-19,5319.56,indemnity,50662.0
949,218,2025-10-28,2652.16,indemnity,53314.16
950,219,2021-12-01,24506.45,indemnity,24506.45
951,219,2022-09-23,18979.2,indemnity,43485.65
952,219,2023-08-18,9549.3,indemnity,53034.95
953,219,2025-02-14,6245.24,indemnity,59280.19
954,219,2024-10-26,568.66,expense,59848.85
955,219,2024-09-30,-1105.84,recovery,58743.01
956,219,2025-11-14,3125.33,indemnity,61868.34
957,220,2023-12-09,42443.3,indemnity,42443.3
958,220,2024-10-11,24502.06,indemnity,66945.36
959,220,2024-09-11,2714.7,expense,69660.06
960,220,2025-05-08,13398.36,indemnity,83058.42
961,221,2021-04-19,15527.35,indemnity,15527.35
962,221,2021-12-12,15514.79,indemnity,31042.14
963,221,2023-05-13,16739.25,indemnity,47781.39
964,221,2023-12-13,11774.18,indemnity,59555.57
965,221,2025-03-16,7513.57,indemnity,67069.14
966,221,2025-07-03,936.82,expense,68005.96
967,221,2025-11-29,8157.82,indemnity,76163.78
968,221,2025-09-28,1061.97,expense,77225.75
969,222,2022-05-09,19852.18,indemnity,19852.18
970,222,2022-10-30,16755.68,indemnity,36607.86
971,222,2024-03-18,7714.27,indemnity,44322.13
972,222,2025-05-30,5231.53,indemnity,49553.66
973,222,2025-09-05,2558.12,indemnity,52111.78
974,223,2025-12-15,27517.78,indemnity,27517.78
975,223,2025-05-13,3034.57,expense,30552.35
976,224,2025-12-24,777.7,indemnity,777.7
977,225,2025-05-15,3866.31,indemnity,3866.31
978,225,2025-11-30,2032.13,indemnity,5898.44
979,226,2025-06-25,7943.15,indemnity,7943.15
980,226,2025-12-03,1079.78,expense,9022.93
981,227,2022-04-22,3946.91,indemnity,3946.91
982,227,2023-04-04,2921.55,indemnity,6868.46
983,227,2024-01-09,1538.38,indemnity,8406.84
984,227,2025-03-10,992.38,indemnity,9399.22
985,228,2022-08-02,8365.5,indemnity,8365.5
986,228,2024-01-03,6974.66,indemnity,15340.16
987,228,2024-11-17,3621.89,indemnity,18962.05
988,228,2025-10-09,2312.31,indemnity,21274.36
989,229,2021-03-03,4994.15,indemnity,4994.15
990,229,2021-11-23,3119.41,indemnity,8113.56
991,229,2023-05-02,1518.24,indemnity,9631.8
992,229,2024-08-07,484.18,indemnity,10115.98
993,229,2023-12-01,65.6,expense,10181.58
994,230,2024-12-24,28999.5,indemnity,28999.5
995,230,2025-04-19,3407.56,expense,32407.06
996,230,2025-07-07,22265.67,indemnity,54672.73
997,230,2025-11-24,3316.72,expense,57989.45
998,231,2022-11-13,16217.14,indemnity,16217.14
999,231,2023-08-08,10511.92,indemnity,26729.06
1000,231,2023-12-06,1576.24,expense,28305.3
1001,231,2024-10-29,5070.52,indemnity,33375.82
1002,231,2025-11-17,1581.86,indemnity,34957.68
1003,232,2022-02-26,6051.43,indemnity,6051.43
1004,232,2022-02-05,-1132.3,recovery,4919.13
1005,232,2023-03-06,3582.98,indemnity,8502.11
1006,232,2024-04-08,2079.63,indemnity,10581.74
1007,232,2024-04-06,-121.04,recovery,10460.7
1008,232,2025-06-01,607.01,indemnity,11067.71
1009,233,2022-03-02,9907.32,indemnity,9907.32
1010,233,2022-04-11,5620.05,indemnity,15527.37
1011,233,2022-04-28,690.03,expense,16217.4
1012,233,2023-12-15,2736.75,indemnity,18954.15
1013,233,2024-09-08,874.98,indemnity,19829.13
1014,234,2022-03-02,27883.22,indemnity,27883.22
1015,234,2023-05-12,16214.63,indemnity,44097.85
1016,234,2022-10-03,2001.47,expense,46099.32
1017,234,2023-09-10,9223.89,indemnity,55323.21
1018,234,2024-07-26,2804.13,indemnity,58127.34
1019,234,2024-12-27,400.67,expense,58528.01
1020,235,2021-05-19,12385.71,indemnity,12385.71
1021,235,2022-12-16,7025.28,indemnity,19410.99
1022,235,2023-04-11,3957.49,indemnity,23368.48
1023,235,2024-02-20,1150.39,indemnity,24518.87
1024,236,2023-10-20,8104.98,indemnity,8104.98
1025,236,2025-01-08,6500.83,indemnity,14605.81
1026,236,2025-08-28,3001.54,indemnity,17607.35
1027,237,2024-05-08,7733.97,indemnity,7733.97
1028,237,2025-04-29,5486.72,indemnity,13220.69
1029,237,2025-09-28,2771.06,indemnity,15991.75
1030,238,2024-02-01,17687.71,indemnity,17687.71
1031,238,2025-03-25,13422.96,indemnity,31110.67
1032,238,2025-12-04,6800.96,indemnity,37911.63
1033,239,2020-11-12,9937.37,indemnity,9937.37
1034,239,2022-06-27,7052.2,indemnity,16989.57
1035,239,2023-06-01,3629.74,indemnity,20619.31
1036,239,2024-07-01,2527.53,indemnity,23146.84
1037,239,2025-02-06,1262.82,indemnity,24409.66
1038,240,2021-01-06,23129.88,indemnity,23129.88
1039,240,2021-11-14,17488.65,indemnity,40618.53
1040,240,2023-05-12,8722.44,indemnity,49340.97
1041,240,2023-04-21,1082.53,expense,50423.5
1042,240,2023-08-19,5501.58,indemnity,55925.08
1043,240,2024-12-22,2924.6,indemnity,58849.68
1044,241,2022-09-06,3470.23,indemnity,3470.23
1045,241,2023-04-13,2450.28,indemnity,5920.51
1046,241,2024-06-22,1293.56,indemnity,7214.07
1047,241,2025-04-28,818.24,indemnity,8032.31
1048,242,2020-09-14,66361.29,indemnity,66361.29
1049,242,2021-08-27,40260.24,indemnity,106621.53
1050,242,2023-01-09,18933.63,indemnity,125555.16
1051,242,2023-08-12,6958.29,indemnity,132513.45
1052,243,2021-01-04,420.91,indemnity,420.91
1053,243,2021-12-25,269.08,indemnity,689.99
1054,243,2022-09-13,135.44,indemnity,825.43
1055,243,2022-11-08,15.12,expense,840.55
1056,243,2023-08-25,40.15,indemnity,880.7
1057,244,2020-11-28,2489.62,indemnity,2489.62
1058,244,2021-10-11,1514.97,indemnity,4004.59
1059,244,2022-04-17,825.49,indemnity,4830.08
1060,244,2023-07-01,278.95,indemnity,5109.03
1061,244,2023-11-02,26.78,expense,5135.81
1062,245,2025-03-18,4268.57,indemnity,4268.57
1063,245,2025-09-23,2804.32,indemnity,7072.89
1064,246,2025-01-22,6982.55,indemnity,6982.55
1065,246,2025-12-11,4193.06,indemnity,11175.61
1066,246,2025-03-06,611.95,expense,11787.56
1067,247,2023-12-11,9559.69,indemnity,9559.69
1068,247,2025-04-10,5786.32,indemnity,15346.01
1069,247,2025-11-28,2833.45,indemnity,18179.46
1070,247,2025-11-23,337.26,expense,18516.72
1071,248,2024-10-05,10120.49,indemnity,10120.49
1072,248,2025-07-29,5917.94,indemnity,16038.43
1073,248,2025-12-17,3553.4,indemnity,19591.83
1074,249,2025-03-19,23217.55,indemnity,23217.55
1075,249,2025-05-19,19924.2,indemnity,43141.75
1076,250,2025-02-15,4140.47,indemnity,4140.47
1077,250,2025-08-08,4578.71,indemnity,8719.18
1078,251,2021-08-23,4135.88,indemnity,4135.88
1079,251,2022-08-11,2490.87,indemnity,6626.75
1080,251,2024-01-18,1362.51,indemnity,7989.26
1081,251,2024-10-12,431.74,indemnity,8421.0
1082,252,2022-04-27,12897.05,indemnity,12897.05
1083,252,2022-09-14,7361.44,indemnity,20258.49
1084,252,2023-11-05,4054.02,indemnity,24312.51
1085,252,2023-10-17,219.1,expense,24531.61
1086,252,2024-09-08,1212.52,indemnity,25744.13
